roi_folder,imaging_row,display_construct,display_fluorTag,display_fluorOrganelle,display_organelle,display_fluor,mount_orientation,birthday,age_tiff,n_tiffs,n_tiffs_cama,n_tiffs_camb,n_tiffs_cam2,n_tiffs_unknown_cam,mom_transgene,dad_transgene,injected_plasmid,injected_rna,linkage_class,construct_source,tg_display,display_constructs,display_fluors,display_organelle_treatment_aware,display_fluors_treatment_aware
Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi2,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi3,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi4,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi1,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi2,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi3,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi4,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi5,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi6,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi7,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi8,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,318,294,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi9,direct_149,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DT,8/7/25,,312,288,24,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250808_slug_mito_to_149_lyso_to_150,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,2949,2798,151,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi2,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,428,412,16,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi3,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,519,501,18,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi4,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,333,315,18,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi5,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,337,319,18,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi1,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,444,420,24,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi2,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,420,396,24,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi3,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,420,396,24,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_ER/roi1_newscripttest,direct_134,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,DH,8/18/25,,34,28,6,0,0,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi1,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi2,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi3,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi4,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi5,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi6,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi7,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi8,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi1,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi2,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish3_24hpf_roi1,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,612,588,24,0,0,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi1,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,810,681,24,0,105,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi3,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,696,624,24,0,48,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi4,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,696,624,24,0,48,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi5,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,696,624,24,0,48,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi6,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,699,624,24,0,51,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi7,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,696,624,24,0,48,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi8,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,696,624,24,0,48,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi11,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi12,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi3,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,8,4,0,0,4,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi1,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi2,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi3,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi4,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi5,direct_132,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,8/18/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250819_force_min_132,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi1,direct_126,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,,8/20/25,,1747,1564,60,0,123,,pdqm-82(315),,mgco-1,direct_by_rule_20250821_force_126,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi2,direct_126,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,,8/20/25,,1740,1560,60,0,120,,pdqm-82(315),,mgco-1,direct_by_rule_20250821_force_126,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi1,direct_126,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,,8/20/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250821_force_126,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi2,direct_126,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,,8/20/25,,1044,936,36,0,72,,pdqm-82(315),,mgco-1,direct_by_rule_20250821_force_126,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
